,id,layer,abrasion,oxid,weat,taphorecord,coords.x1,coords.x2,coords.x3
1,170,A,NA,NA,NA,NA,8.1099996567,2.7699999809,-0.0700000003
2,171,A,NA,NA,NA,NA,8.0100002289,2.8099999428,-0.0599999987
3,668,A,3,7,3,2,8.8409996033,2.486000061,-0.4160000086
4,650,A,3,3,3,2,8.7419996262,2.4590001106,-0.6000000238
5,669,A,NA,NA,NA,NA,8.7569999695,2.5929999352,-0.5
6,154,A,2,8,3,3,6.3899998665,2.4700000286,-0.6700000167
7,155,A,2,7,2,1,6.5700001717,2.5499999523,-0.6899999976
8,670,A,2,3,2,3,8.0050001144,2.7230000496,-0.6299999952
9,157,A,1,7,2,3,5.5100002289,2.2000000477,-0.8000000119
10,159,A,2,8,2,3,5.8499999046,2.3499999046,-0.7400000095
11,160,A,2,8,2,3,5.3000001907,2,-0.7799999714
12,161,A,2,5,2,3,5.5399999619,2.3699998856,-0.8000000119
13,162,A,2,7,2,3,5.4200000763,2.5099999905,-0.7799999714
14,156,A,2,7,3,3,5.5700001717,2.5699999332,-0.7599999905
15,163,A,2,7,2,3,7.0700001717,2.1199998856,-0.7900000215
16,164,A,NA,NA,NA,NA,7.1300001144,2.2999999523,-0.7699999809
17,165,A,NA,NA,NA,NA,7.2899999619,2.3499999046,-0.7599999905
18,166,A,2,6,3,3,7.3400001526,2.3299999237,-0.7599999905
19,167,A,NA,NA,NA,NA,7.3800001144,2.3800001144,-0.75
20,168,A,NA,NA,NA,NA,7.4299998283,2.4400000572,-0.7400000095
21,169,A,3,5,3,2,7.3800001144,2.3599998951,-0.8000000119
22,665,A,2,8,2,3,3.6400001049,2.9100000858,-0.8799999952
23,664,A,2,7,3,3,4.6100001335,2.9600000381,-0.8999999762
24,666,A,2,7,2,3,3.8299999237,2.9400000572,-0.9200000167
25,667,A,2,7,2,3,3.7400000095,2.9400000572,-0.9800000191
26,660,A,2,5,3,3,4.4600000381,2.9300000668,-0.9200000167
27,662,A,2,7,2,3,4.4600000381,2.9000000954,-0.9399999976
28,661,A,2,7,3,3,4.5,2.9000000954,-0.9800000191
29,659,A,NA,NA,NA,NA,4.4200000763,2.9700000286,-0.9700000286
30,663,A,3,6,2,2,4.6500000954,2.9300000668,-0.9900000095
31,652,A,2,7,2,3,4.6700000763,2.9100000858,-1.0199999809
32,651,A,2,5,2,3,4.3899998665,2.9200000763,-1.0099999905
33,654,A,3,7,2,2,4.6900000572,2.9200000763,-1.0399999619
34,649,A,2,8,2,3,4.2300000191,2.8900001049,-1.0499999523
35,655,A,NA,NA,NA,NA,4.1599998474,2.9600000381,-1.0299999714
36,653,A,4,4,3,2,4.7699999809,2.9300000668,-1.0800000429
37,658,A,2,5,2,3,4.1500000954,3,-1
38,657,A,2,3,2,3,4.1599998474,3,-0.9599999785
39,656,A,3,7,2,2,4.1399998665,2.9000000954,-1.0599999428
40,139,A,1,3,2,3,5.8000001907,2,-0.2899999917
41,140,A,3,6,3,2,5.6999998093,2,-0.3600000143
42,141,A,2,7,2,3,6,2,-0.3899999857
43,142,A,3,7,2,2,5.6100001335,2,-0.4799999893
44,143,A,2,8,2,3,5.6399998665,2,-0.4799999893
45,136,A,3,3,3,2,5.8800001144,2,-0.6299999952
46,137,A,2,7,2,3,5,2,-0.6800000072
47,138,A,3,7,2,2,5.6199998856,2,-0.5899999738
48,144,A,2,3,3,3,6.8499999046,2,-0.3199999928
49,145,A,1,8,2,3,6.0700001717,2,-0.5699999928
50,148,A,2,7,3,3,7.6100001335,2,-0.4900000095
51,149,A,2,7,2,3,7.5599999428,2,-0.400000006
52,150,A,2,7,3,3,7.2199997902,2,-0.5699999928
53,151,A,2,5,3,3,7.2199997902,2,-0.6800000072
54,152,A,NA,NA,NA,NA,7.7600002289,2,-0.5899999738
55,153,A,2,8,2,3,7.8499999046,2,-0.5799999833
56,146,A,2,7,3,3,7.1700000763,2,-0.7599999905
57,147,A,2,5,3,3,7.1500000954,2,-0.7099999785
58,675,B,2,6,2,3,8.9090003967,2.4340000153,-0.5899999738
59,683,B,2,2,2,3,8.6960000992,2.4830000401,-0.6119999886
60,178,B,2,8,2,3,5.0599999428,2.3699998856,-0.8299999833
61,179,B,2,7,2,3,5.4000000954,2.4400000572,-0.8199999928
62,180,B,1,5,2,3,5.5599999428,2.2599999905,-0.8399999738
63,181,B,1,7,2,3,5.6399998665,2.3499999046,-0.8199999928
64,182,B,NA,NA,NA,NA,5.4899997711,2.4200000763,-0.8199999928
65,183,B,NA,NA,NA,NA,5.1100001335,2.4400000572,-0.8199999928
66,192,B,2,8,2,3,6.6399998665,2.0999999046,-0.7300000191
67,193,B,3,8,3,2,6.6799998283,2.1099998951,-0.7400000095
68,194,B,3,6,2,2,6.5700001717,2.3199999332,-0.7200000286
69,195,B,2,7,2,3,6.3200001717,2.2699999809,-0.6899999976
70,196,B,NA,NA,NA,NA,6.3200001717,2.2699999809,-0.6999999881
71,197,B,NA,NA,NA,NA,6.4000000954,2.0999999046,-0.7300000191
72,198,B,2,7,3,3,6.4200000763,2.0599999428,-0.7599999905
73,185,B,2,3,3,3,6.4899997711,2.0099999905,-0.7599999905
74,186,B,2,7,3,3,6.2600002289,2.2699999809,-0.7599999905
75,187,B,2,3,3,3,6.2300000191,2.2699999809,-0.7599999905
76,188,B,NA,NA,NA,NA,6.5999999046,2.4900000095,-0.75
77,189,B,2,8,3,3,6.2800002098,2.4100000858,-0.75
78,190,B,2,7,2,3,6.6100001335,2.3499999046,-0.7599999905
79,191,B,2,7,3,3,6.5500001907,2.6800000668,-0.75
80,199,B,3,7,2,2,7.3600001335,2.2999999523,-0.8399999738
81,200,B,4,7,2,2,7.2899999619,2.25,-0.8399999738
82,207,B,3,6,3,2,7.0500001907,2.0899999142,-0.8199999928
83,208,B,3,8,2,2,7.2600002289,2.4200000763,-0.8399999738
84,209,B,3,7,3,2,7.0599999428,2.1199998856,-0.8199999928
85,205,B,1,3,2,3,7.0599999428,2.7000000477,-0.8399999738
86,206,B,3,8,2,2,7,2.9300000668,-0.7900000215
87,686,B,3,1,2,2,8.9949998856,2.3659999371,-0.746999979
88,694,B,3,7,2,2,8.998000145,2.3910000324,-0.7419999838
89,212,B,NA,7,2,NA,5.8699998856,2.4900000095,-0.8799999952
90,213,B,NA,NA,NA,NA,5.3000001907,2.2899999619,-0.8799999952
91,214,B,3,6,3,2,5.6999998093,2.6400001049,-0.8600000143
92,215,B,NA,NA,NA,NA,5.6900000572,2.5499999523,-0.8700000048
93,216,B,NA,NA,NA,NA,5.6500000954,2.5699999332,-0.9399999976
94,217,B,2,6,2,3,5.1399998665,2.3499999046,-0.9499999881
95,218,B,2,8,2,3,5.9299998283,2.0799999237,-0.9200000167
96,219,B,NA,NA,NA,NA,6.4400000572,2.1500000954,-0.8199999928
97,220,B,3,7,2,2,6.4200000763,2.4600000381,-0.8100000024
98,221,B,2,7,2,3,6.2300000191,2.4300000668,-0.8100000024
99,222,B,2,7,2,2,6.6799998283,2.1300001144,-0.8000000119
100,224,B,1,3,2,3,6.3000001907,2.4600000381,-0.8000000119
101,225,B,3,7,2,2,6.4600000381,2.2999999523,-0.8100000024
102,226,B,2,6,2,3,6.5199999809,2.2599999905,-0.8100000024
103,227,B,3,8,2,2,6.1799998283,2.4700000286,-0.8000000119
104,234,B,3,7,2,2,7.5399999619,2.0699999332,-0.9300000072
105,235,B,2,8,2,3,7.2300000191,2.1300001144,-0.9300000072
106,228,B,3,7,3,2,7.0599999428,2.2799999714,-0.8500000238
107,229,B,3,7,2,2,7.1100001335,2.2599999905,-0.9300000072
108,230,B,2,4,3,3,7.0100002289,2.0699999332,-0.8700000048
109,231,B,4,7,2,2,7.0900001526,2.2999999523,-0.9399999976
110,232,B,3,8,2,2,7.3499999046,2.8499999046,-0.8899999857
111,679,B,2,6,3,3,8.9250001907,2.3020000458,-0.7689999938
112,682,B,3,6,3,2,8.6879997253,2.3989999294,-0.8460000157
113,236,B,1,3,2,3,5.4000000954,2.4000000954,-0.9800000191
114,237,B,3,7,2,2,5.5700001717,2.25,-0.9800000191
115,238,B,NA,NA,NA,NA,5.4499998093,2.3699998856,-1.0199999809
116,239,B,2,6,3,3,5.2199997902,2.3199999332,-1.0099999905
117,240,B,2,7,2,3,5.4800000191,2.4300000668,-1.0499999523
118,241,B,1,6,2,3,5.75,2.3199999332,-1.0499999523
119,242,B,2,7,2,3,5.6399998665,2.2999999523,-1.0599999428
120,243,B,NA,NA,NA,NA,5.8699998856,2.3499999046,-1.0299999714
121,244,B,NA,NA,NA,NA,5.6300001144,2.3699998856,-1.0299999714
122,245,B,2,7,3,3,5.75,2.3299999237,-1.0299999714
123,247,B,2,5,3,3,5.4499998093,2.7100000381,-0.9599999785
124,248,B,2,3,2,3,5.5100002289,2.6700000763,-0.9599999785
125,249,B,1,7,2,1,5.9000000954,2.5499999523,-1.0299999714
126,250,B,2,7,2,3,5.3000001907,2.7000000477,-0.9900000095
127,251,B,3,5,3,2,6.9899997711,2.0799999237,-0.8700000048
128,252,B,2,5,2,3,6.3800001144,2.0099999905,-0.8700000048
129,253,B,4,7,3,2,6.0599999428,2.3399999142,-0.8899999857
130,254,B,3,7,2,2,6.8800001144,2.2300000191,-0.9599999785
131,255,B,1,5,1,3,6.1999998093,2.2400000095,-0.9200000167
132,256,B,NA,NA,NA,NA,6.4400000572,2.0699999332,-0.8999999762
133,258,B,3,NA,3,2,6.4000000954,2.5099999905,-0.8799999952
134,264,B,2,7,2,3,7.2800002098,2.0799999237,-1.0599999428
135,265,B,3,5,3,2,7.4400000572,2.0199999809,-1.0299999714
136,266,B,4,6,3,2,7.3800001144,2.25,-1.0700000525
137,267,B,NA,NA,NA,NA,7.3600001335,2.0699999332,-1.0700000525
138,268,B,1,3,2,3,7.1199998856,2.8499999046,-0.9700000286
139,269,B,NA,NA,NA,NA,7.0900001526,2.7100000381,-0.9900000095
140,676,B,2,7,3,3,3.8399999142,3.0680000782,-1.067999959
141,1317,B,NA,NA,NA,NA,4.5989999771,2.9679999352,-1.0620000362
142,965,B,NA,NA,NA,NA,5.5170001984,2.9830000401,-0.9739999771
143,270,B,2,7,2,3,5.8400001526,2.1700000763,-1.0700000525
144,272,B,2,8,3,3,5.1599998474,2.25,-1.0599999428
145,273,B,2,6,2,3,5.2399997711,2.2999999523,-1.0900000334
146,274,B,2,5,2,3,5.7100000381,2.6099998951,-1.1100000143
147,275,B,NA,NA,NA,NA,5.6700000763,2.4000000954,-1.1299999952
148,276,B,2,8,2,3,5.8699998856,2.5399999619,-1.0499999523
149,277,B,NA,NA,NA,NA,5.5100002289,2.4600000381,-1.1100000143
150,278,B,NA,NA,NA,NA,5.2300000191,2.3499999046,-1.1100000143
151,280,B,3,8,3,2,5.4299998283,2.1900000572,-1.1699999571
152,281,B,2,8,2,3,5.7199997902,2.4000000954,-1.1599999666
153,282,B,1,3,2,3,5.1399998665,2.3399999142,-1.1499999762
154,283,B,1,5,2,3,5.6199998856,2.5899999142,-1.1499999762
155,284,B,2,5,3,3,5.3200001717,2.6400001049,-1.0900000334
156,285,B,3,8,2,2,5.4000000954,2.3699998856,-1.1599999666
157,286,B,2,8,2,3,5.7399997711,2.7000000477,-1.1299999952
158,287,B,3,7,2,2,6.9400000572,2.1500000954,-0.9599999785
159,288,B,3,7,3,2,6.0599999428,2.4800000191,-0.9700000286
160,289,B,3,7,2,2,6.9200000763,2.0499999523,-0.9700000286
161,290,B,3,6,3,2,6.9499998093,2.1600000858,-1.0099999905
162,291,B,1,3,2,3,6.3400001526,2.1500000954,-0.9599999785
163,292,B,2,7,2,3,6.7699999809,2.6400001049,-0.9700000286
164,293,B,NA,NA,NA,NA,6.5399999619,2.1199998856,-0.9599999785
165,294,B,2,7,2,3,6.3800001144,2.0499999523,-1
166,295,B,3,7,2,1,6.3200001717,2.0799999237,-1
167,296,B,3,7,2,2,6.7300000191,2.5599999428,-1.0599999428
168,297,B,3,7,2,2,6.3200001717,2.6500000954,-1.0299999714
169,298,B,2,7,2,3,6.3899998665,2.2899999619,-1
170,299,B,3,7,2,2,6.2600002289,2.2699999809,-1.0299999714
171,300,B,3,7,2,2,6.3400001526,2.1700000763,-1.0299999714
172,301,B,2,8,2,3,6.2600002289,2.0499999523,-1.0299999714
173,302,B,3,8,3,2,6.3499999046,2.0699999332,-1.0599999428
174,303,B,2,7,3,3,6.5,2.8199999332,-1.0099999905
175,304,B,2,8,2,3,6.0599999428,2.7799999714,-1.0099999905
176,305,B,NA,NA,NA,NA,6.0799999237,2.8499999046,-0.9100000262
177,306,B,2,6,3,3,6.3899998665,2.1300001144,-1.0499999523
178,307,B,2,5,3,3,6.1300001144,2.1099998951,-1.0399999619
179,308,B,3,7,2,2,7.1900000572,3,-1.1200000048
180,309,B,2,7,2,1,7.6900000572,2.9400000572,-1.1100000143
181,681,B,2,7,3,3,3.6199998856,2.9370000362,-1.0700000525
182,318,B,2,7,3,3,6.1300001144,2.25,-1.0700000525
183,319,B,3,6,3,2,6.5399999619,2.0199999809,-1.0700000525
184,320,B,2,7,2,3,6.3099999428,2.0599999428,-1.0700000525
185,321,B,2,6,2,3,6,2.1600000858,-1.0599999428
186,322,B,3,5,3,2,6.0900001526,2.3299999237,-1.0900000334
187,323,B,2,7,2,3,6.6300001144,2.5,-1.1100000143
188,324,B,2,7,2,3,6.1900000572,2.5799999237,-1.1200000048
189,325,B,2,4,3,1,6.3800001144,2.2100000381,-1.0700000525
190,326,B,3,7,3,2,6.3499999046,2.2400000095,-1.1599999666
191,327,B,NA,NA,NA,NA,6.0700001717,2.1300001144,-1.1599999666
192,328,B,2,8,2,3,7.6300001144,2.1199998856,-1.1900000572
193,329,B,2,6,2,3,7.3499999046,2.1099998951,-1.2400000095
194,330,B,4,8,2,2,7.2600002289,2.4600000381,-1.2300000191
195,672,B,3,4,2,2,7.8899998665,2.2300000191,-1.2400000095
196,671,B,2,5,3,3,7.9600000381,2.1199998856,-1.2300000191
197,696,B,NA,NA,NA,NA,7.8090000153,2.4419999123,-1.2460000515
198,678,B,4,7,3,2,3.6340000629,2.9330000877,-1.2020000219
199,687,B,2,6,4,3,3.6240000725,2.9409999847,-1.2519999743
200,692,B,2,8,2,3,3.7100000381,2.9419999123,-1.2480000257
201,691,B,2,8,2,3,3.6340000629,2.9200000763,-1.2510000467
202,331,B,NA,NA,NA,NA,6.2100000381,2.5199999809,-1.1699999571
203,332,B,NA,NA,NA,NA,6.0799999237,2.1400001049,-1.1499999762
204,333,B,NA,NA,NA,NA,6.2899999619,2.4800000191,-1.2300000191
205,695,B,2,7,2,3,7.8940000534,2.3605000973,-1.3115999699
206,685,B,NA,NA,NA,NA,3.7369999886,2.9000000954,-1.2890000343
207,684,B,3,8,2,2,3.9170000553,2.8020000458,-1.3250000477
208,688,B,2,6,2,3,3.6819999218,2.9110000134,-1.2849999666
209,689,B,3,8,2,2,4.0130000114,2.7569999695,-1.3420000076
210,677,B,3,7,3,2,4.0240001678,2.7349998951,-1.3660000563
211,673,B,3,4,2,2,7.5999999046,2.3900001049,-1.4199999571
212,338,B,1,4,2,3,6.6900000572,1.9700000286,-1.3200000525
213,339,B,NA,NA,NA,NA,6.9400000572,1.8600000143,-1.4199999571
214,340,B,NA,NA,NA,NA,6.7600002289,1.9600000381,-1.4099999666
215,690,B,2,7,2,3,4.1669998169,2.6610000134,-1.5099999905
216,764,C,3,4,2,2,8.5816001892,2.4921000004,-0.866599977
217,766,C,2,5,3,3,8.5852003098,2.4114000797,-0.9986000061
218,769,C,2,5,2,3,8.6843004227,2.5151000023,-0.9761000276
219,787,C,2,3,2,3,8.7533998489,2.3145999908,-1.0013999939
220,786,C,2,7,2,3,8.8756999969,2.361000061,-1.0002000332
221,784,C,NA,NA,NA,NA,8.894900322,2.3452999592,-0.9987999797
222,645,C,2,5,2,3,8.910200119,2.2098999023,-1.0413999557
223,905,C,2,5,2,3,8.5657997131,2.4964001179,-1.0198999643
224,815,C,NA,NA,NA,NA,8.9326000214,2.2302000523,-1.3028000593
225,966,C,NA,NA,NA,NA,4.3559999466,2.9960000515,-1.2380000353
226,703,C,3,5,2,2,6.2199997902,2.2200000286,-1.2300000191
227,707,C,NA,NA,NA,NA,6.1399998665,2.5999999046,-1.2300000191
228,709,C,2,6,2,3,6.2100000381,2.4400000572,-1.2200000286
229,702,C,NA,NA,NA,NA,6.5500001907,2.3800001144,-1.2799999714
230,706,C,2,7,2,3,6.2300000191,2.6500000954,-1.2200000286
231,341,C,3,7,3,2,7.25,2.4400000572,-1.2999999523
232,904,C,2,7,3,3,8.410200119,2.3078000546,-1.2120000124
233,829,C,2,3,2,3,8.6138000488,2.3041000366,-1.2388999462
234,896,C,NA,8,3,NA,8.0389995575,2.2960000038,-1.1540000439
235,897,C,3,4,2,2,8.0059995651,2.3020000458,-1.2059999704
236,342,B,NA,7,3,1,7.4899997711,1.9400000572,-1.3700000048
237,343,B,3,7,3,2,7.4600000381,1.8799999952,-1.4299999475
238,344,B,3,5,3,2,7.2600002289,1.7799999714,-1.3899999857
239,345,B,3,7,3,2,7.3000001907,1.7699999809,-1.4299999475
240,740,C,NA,NA,NA,NA,4.368999958,2.9149999619,-1.3059999943
241,748,C,2,7,3,3,5.8000001907,2.3199999332,-1.2699999809
242,746,C,3,7,2,2,5.5199999809,2.5199999809,-1.2699999809
243,749,C,2,3,3,3,5.0500001907,2.5799999237,-1.2799999714
244,743,C,NA,NA,NA,NA,5.3000001907,2.5299999714,-1.3400000334
245,744,C,3,7,2,2,5.5100002289,2.5899999142,-1.2999999523
246,750,C,2,3,2,3,5.7899999619,2.3099999428,-1.2400000095
247,745,C,2,7,2,3,5.9000000954,2.2699999809,-1.3300000429
248,648,C,2,7,3,3,5.9299998283,2.8900001049,-1.2599999905
249,747,C,3,7,3,2,5.0999999046,2.75,-1.2899999619
250,742,C,2,6,2,3,5.1599998474,2.7799999714,-1.3200000525
251,751,C,3,7,2,2,6.0700001717,2.25,-1.2699999809
252,724,C,NA,NA,NA,NA,6.4600000381,2.1099998951,-1.25
253,721,C,3,7,2,2,6.5,2.2200000286,-1.3099999428
254,722,C,NA,NA,NA,NA,6.4200000763,2.1500000954,-1.2200000286
255,719,C,NA,NA,NA,NA,6.4000000954,2.2999999523,-1.2000000477
256,727,C,2,5,3,3,6.0199999809,2.4000000954,-1.25
257,761,C,2,6,3,3,6.3299999237,2.6199998856,-1.2999999523
258,346,C,NA,8,2,NA,7.1399998665,2.2300000191,-1.3700000048
259,347,C,5,7,3,2,7.2199997902,2.4500000477,-1.3999999762
260,348,C,3,7,2,2,7.4400000572,2.3399999142,-1.3300000429
261,830,C,NA,NA,NA,NA,8.36439991,2.2623999119,-1.2876000404
262,839,C,2,3,3,3,8.5883998871,2.0994999409,-1.3107000589
263,846,C,2,3,2,3,8.8459997177,2.2130000591,-1.32099998
264,1114,C,NA,NA,NA,NA,8.0439996719,2.2490000725,-1.2599999905
265,1119,C,NA,NA,NA,NA,8.0810003281,2.2479999065,-1.2760000229
